Split,Class,Original Class Folder,Patient ID,Path,Filename,Extension,SHA256,Valid,Width,Height,Mode,Format,Array Shape,Minimum Pixel,Maximum Pixel,Mean Pixel,Standard Deviation,File Size Bytes,MobileNet Resize Successful,Possible Blank Image,Possible All-Black Image,Possible All-White Image
train,Brain,Fetal brain,patient01182,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01182_Plane3_1_of_5.png,Patient01182_Plane3_1_of_5.png,.png,43478e0a9ed5c65f64206971fdd2ee6d3b3cd3ef74c4fd65d0933d469645b155,True,959,661,L,PNG,"(661, 959)",0.0,255.0,46.76585386630993,41.077673995638456,225008,True,False,False,False
train,Brain,Fetal brain,patient01182,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01182_Plane3_2_of_5.png,Patient01182_Plane3_2_of_5.png,.png,641101b6be0bbdefa7221621cef524276f5227be39071779ffc6f19696dc3930,True,959,661,L,PNG,"(661, 959)",0.0,255.0,44.60252816300389,41.39049125089134,217236,True,False,False,False
train,Brain,Fetal brain,patient01182,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01182_Plane3_3_of_5.png,Patient01182_Plane3_3_of_5.png,.png,94e74b4cb1c924c6e2ecf45c1bbd61773524c821e1af5bfb1e05de75274a8c7a,True,959,661,L,PNG,"(661, 959)",0.0,255.0,31.617890231724612,42.938138886093256,191826,True,False,False,False
train,Brain,Fetal brain,patient01182,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01182_Plane3_4_of_5.png,Patient01182_Plane3_4_of_5.png,.png,db4afcba2c807704b05357741d9e7fd974f84b61e40b03bf1a68eeaa1957c41c,True,959,661,L,PNG,"(661, 959)",0.0,255.0,36.282399877583025,43.299770976539016,208035,True,False,False,False
train,Brain,Fetal brain,patient01182,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01182_Plane3_5_of_5.png,Patient01182_Plane3_5_of_5.png,.png,0e3d120c41c00795d4c65a68b29038ed9bc989ff0a7e904eedc00a29a6f4762d,True,959,661,L,PNG,"(661, 959)",0.0,255.0,35.73702119738318,46.30331767939938,203343,True,False,False,False
train,Brain,Fetal brain,patient01183,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01183_Plane3_1_of_4.png,Patient01183_Plane3_1_of_4.png,.png,d21a711711a54f60a2d462fe9983af31c8dcf4a461cd29492ef9d446de29fbca,True,959,661,L,PNG,"(661, 959)",0.0,255.0,40.389994305086454,43.65064597912222,239052,True,False,False,False
train,Brain,Fetal brain,patient01183,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01183_Plane3_2_of_4.png,Patient01183_Plane3_2_of_4.png,.png,d1aed7d5009ce70ebf4240339847bf43a112b0dd4bfa2177fb2d0436f7cf6820,True,959,661,L,PNG,"(661, 959)",0.0,255.0,40.64075665050741,43.955736024003855,231384,True,False,False,False
train,Brain,Fetal brain,patient01183,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01183_Plane3_3_of_4.png,Patient01183_Plane3_3_of_4.png,.png,6f660bb76c7823e8e8a9d457a4db8b26773787829d681d0d79a5ed0101f947ff,True,959,661,L,PNG,"(661, 959)",0.0,255.0,36.57002298473416,43.562369485085085,213298,True,False,False,False
train,Brain,Fetal brain,patient01183,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01183_Plane3_4_of_4.png,Patient01183_Plane3_4_of_4.png,.png,c3a2b2834cfe5f1d44c3291c80313f27e63f86cf4676ce5429e6080f4e098286,True,959,661,L,PNG,"(661, 959)",0.0,255.0,48.01127466678446,50.24753519252816,244111,True,False,False,False
train,Brain,Fetal brain,patient01184,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01184_Plane3_1_of_1.png,Patient01184_Plane3_1_of_1.png,.png,2e51cbac27557dddab9ef8013f43ac581b28a927746174a46ada04ec0730e719,True,961,663,L,PNG,"(663, 961)",0.0,255.0,33.407812688831235,52.333165585672674,158420,True,False,False,False
train,Brain,Fetal brain,patient01185,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01185_Plane3_1_of_3.png,Patient01185_Plane3_1_of_3.png,.png,318510a6a8c0401f7685959c920a1687f8f6fee31a69199ec71424b77da70d01,True,640,392,L,PNG,"(392, 640)",0.0,250.0,47.06577646683674,41.423863483107475,109156,True,False,False,False
train,Brain,Fetal brain,patient01185,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01185_Plane3_2_of_3.png,Patient01185_Plane3_2_of_3.png,.png,3e440d5d4d7501a1516fa924b7d2ef7ba752923e915ebdd4a040727282fb69b7,True,640,392,L,PNG,"(392, 640)",0.0,250.0,47.822265625,42.66711100349777,106153,True,False,False,False
train,Brain,Fetal brain,patient01185,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01185_Plane3_3_of_3.png,Patient01185_Plane3_3_of_3.png,.png,f889f2bb6229d108d9cc690846272642b4026addcbe85bbe823993a69ba4e669,True,640,392,L,PNG,"(392, 640)",0.0,250.0,48.3048190369898,42.95707659493376,95881,True,False,False,False
train,Brain,Fetal brain,patient01186,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01186_Plane3_1_of_2.png,Patient01186_Plane3_1_of_2.png,.png,5ecae52a9cd8229a138019f34210bdbead03a18a82ed435280d61aee83680756,True,640,392,L,PNG,"(392, 640)",0.0,250.0,55.52189492984694,45.51864516088945,103409,True,False,False,False
train,Brain,Fetal brain,patient01186,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01186_Plane3_2_of_2.png,Patient01186_Plane3_2_of_2.png,.png,60aebe4ad95218b111a3eaf05215274034f45a5dc7084a700d865dc40af838dd,True,640,392,L,PNG,"(392, 640)",0.0,252.0,73.53419961734694,54.16814441136374,126676,True,False,False,False
train,Brain,Fetal brain,patient01187,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01187_Plane3_1_of_3.png,Patient01187_Plane3_1_of_3.png,.png,d7c841e122b1ec45767a5f5af1b378da50b4dcc51766812b57178c8044dd59f6,True,640,392,L,PNG,"(392, 640)",0.0,250.0,48.488201530612244,43.4662831829747,82015,True,False,False,False
train,Brain,Fetal brain,patient01187,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01187_Plane3_2_of_3.png,Patient01187_Plane3_2_of_3.png,.png,3ce31fc1be7bd72488e2b081d1bb416bc32c11e4f3e04d3659a382f076fbc6e4,True,640,392,L,PNG,"(392, 640)",0.0,250.0,37.59359056122449,36.32068103147314,79532,True,False,False,False
train,Brain,Fetal brain,patient01187,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01187_Plane3_3_of_3.png,Patient01187_Plane3_3_of_3.png,.png,ce53d9af61e47f58d2ddebd1be79b607dfaa899783de885a6e2b02c9a5d61441,True,640,392,L,PNG,"(392, 640)",0.0,251.0,66.76348054846939,53.457385808250194,89984,True,False,False,False
train,Brain,Fetal brain,patient01188,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01188_Plane3_1_of_2.png,Patient01188_Plane3_1_of_2.png,.png,b26bebd80fadefc9a124355963be39292ff76647e130368a24b6c6efdb69597d,True,640,392,L,PNG,"(392, 640)",0.0,250.0,44.249828603316324,37.53825708458375,94543,True,False,False,False
train,Brain,Fetal brain,patient01188,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01188_Plane3_2_of_2.png,Patient01188_Plane3_2_of_2.png,.png,850d9f1e647aa53fd234d71cf7565e3621eb0c985fad48213253807fdd3022e4,True,640,392,L,PNG,"(392, 640)",0.0,252.0,49.23836495535714,46.47833221687379,87141,True,False,False,False
train,Brain,Fetal brain,patient01189,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01189_Plane3_1_of_3.png,Patient01189_Plane3_1_of_3.png,.png,b182ab0826b48e2fbcc7173738ab3979e6225ea9246d96fb8a2d79daec64b26a,True,959,661,L,PNG,"(661, 959)",0.0,255.0,57.01213284766185,56.013967130759404,256249,True,False,False,False
train,Brain,Fetal brain,patient01189,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01189_Plane3_2_of_3.png,Patient01189_Plane3_2_of_3.png,.png,72630c11f17e793db623fdb31c39014a87cfa052c1f0cbba37c86053ec9f622a,True,959,661,L,PNG,"(661, 959)",0.0,255.0,69.40364001205239,58.580041963063756,266218,True,False,False,False
train,Brain,Fetal brain,patient01189,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01189_Plane3_3_of_3.png,Patient01189_Plane3_3_of_3.png,.png,e565f5b685ba74312c20e62614b2c9efcf018e7270461a718dc20780e66f4418,True,959,661,L,PNG,"(661, 959)",0.0,255.0,71.76234226588147,57.350647349565115,266613,True,False,False,False
train,Brain,Fetal brain,patient01191,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01191_Plane3_1_of_4.png,Patient01191_Plane3_1_of_4.png,.png,2f63b096016552e6cffdec10d75173531863ae1038f4aea23d488868a5a5991b,True,959,661,L,PNG,"(661, 959)",0.0,255.0,27.320196119571097,35.46524982737513,191593,True,False,False,False
train,Brain,Fetal brain,patient01191,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01191_Plane3_2_of_4.png,Patient01191_Plane3_2_of_4.png,.png,be937970055ed9cebd562d86dc0e0714f3b69f08a3cbeb8744e6635a8aad36c4,True,959,661,L,PNG,"(661, 959)",0.0,255.0,24.06155554749258,36.7325019835393,174278,True,False,False,False
train,Brain,Fetal brain,patient01191,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01191_Plane3_3_of_4.png,Patient01191_Plane3_3_of_4.png,.png,129c2abac4c993a96556628b7f4b2ddd45a43b52dae26c9e4da90b3b12924ba7,True,959,661,L,PNG,"(661, 959)",0.0,255.0,27.73753862997102,37.903884554988856,196001,True,False,False,False
train,Brain,Fetal brain,patient01191,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01191_Plane3_4_of_4.png,Patient01191_Plane3_4_of_4.png,.png,62312de88a5b8c7d7b7a825db3e7d66ef81a16c74b699c85e1072770650047a7,True,959,661,L,PNG,"(661, 959)",0.0,255.0,55.156365603984234,47.14162725229419,207526,True,False,False,False
train,Brain,Fetal brain,patient01192,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01192_Plane3_1_of_1.png,Patient01192_Plane3_1_of_1.png,.png,725ccb9ca8553a3996f0e53fe6adf0e4bb193defaee1585606e822bc1f6e07d6,True,959,661,L,PNG,"(661, 959)",0.0,255.0,16.98780247326467,37.406556257951756,117749,True,False,False,False
train,Brain,Fetal brain,patient01193,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01193_Plane3_1_of_5.png,Patient01193_Plane3_1_of_5.png,.png,30623010e5da3f5ec52716d9a95edae70a9c67ac54b2b9fb0e2379e9c46c0a70,True,959,661,L,PNG,"(661, 959)",0.0,255.0,38.1383390729438,47.299791983292266,214828,True,False,False,False
train,Brain,Fetal brain,patient01193,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01193_Plane3_2_of_5.png,Patient01193_Plane3_2_of_5.png,.png,3b3aefe308551cf260bebd971f722d556f27c062c538800e87f02d7ad255b90a,True,959,661,L,PNG,"(661, 959)",0.0,255.0,50.25006034084294,53.23859215346682,236977,True,False,False,False
train,Brain,Fetal brain,patient01193,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01193_Plane3_3_of_5.png,Patient01193_Plane3_3_of_5.png,.png,f50b886510fe13496af52825db9b7daca17b07385489f9d928ef0370e1511a8e,True,959,661,L,PNG,"(661, 959)",0.0,255.0,44.88164518322319,45.610538966243226,242865,True,False,False,False
train,Brain,Fetal brain,patient01193,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01193_Plane3_4_of_5.png,Patient01193_Plane3_4_of_5.png,.png,cc6bf98cd73faad56a40ad34a71400f485a66c725af6acb196a9090fe1bcad53,True,959,661,L,PNG,"(661, 959)",0.0,255.0,47.62095065617709,52.19561746643708,231547,True,False,False,False
train,Brain,Fetal brain,patient01193,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01193_Plane3_5_of_5.png,Patient01193_Plane3_5_of_5.png,.png,9de4e9cbd443d60532ad3a80987fb21fa556096dd48874a91b7f0af0c5de1ced,True,959,661,L,PNG,"(661, 959)",0.0,255.0,47.624523780602274,49.652783503147035,242988,True,False,False,False
train,Brain,Fetal brain,patient01195,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01195_Plane3_1_of_3.png,Patient01195_Plane3_1_of_3.png,.png,d299b5882eb11ebcaa9bd3c27cba7208bff0f4af3c73d1ac43412b41fc377825,True,959,661,L,PNG,"(661, 959)",0.0,255.0,36.191871260248085,41.22175998936103,221624,True,False,False,False
train,Brain,Fetal brain,patient01195,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01195_Plane3_2_of_3.png,Patient01195_Plane3_2_of_3.png,.png,ef2751e810ae55aa24e451d764e7423bc1b944bfbe68db07b21b8bb639d90210,True,959,661,L,PNG,"(661, 959)",0.0,255.0,37.881982776436,39.435292672690785,220958,True,False,False,False
train,Brain,Fetal brain,patient01195,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01195_Plane3_3_of_3.png,Patient01195_Plane3_3_of_3.png,.png,415c9243dc3afbb92ad01c8541df9a30f546ad420737479ec4de1b3b6f408bfb,True,959,661,L,PNG,"(661, 959)",0.0,255.0,60.58660606815912,53.78340086411245,255430,True,False,False,False
train,Brain,Fetal brain,patient01196,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01196_Plane3_1_of_5.png,Patient01196_Plane3_1_of_5.png,.png,2eb75e3a6219b63c489ab069ec9073f48d1e7d631b9227f48a8824a598a84060,True,959,661,L,PNG,"(661, 959)",0.0,255.0,61.91072237059847,48.09226827823189,262304,True,False,False,False
train,Brain,Fetal brain,patient01196,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01196_Plane3_2_of_5.png,Patient01196_Plane3_2_of_5.png,.png,5b0a4c7b7bb61088ac54b7fc4d6b267a4a03accbe5174b5e42fc3bbaf0e22d65,True,959,661,L,PNG,"(661, 959)",0.0,255.0,58.63623069290218,50.42699078499704,262021,True,False,False,False
train,Brain,Fetal brain,patient01196,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01196_Plane3_3_of_5.png,Patient01196_Plane3_3_of_5.png,.png,b2966d9e639f24f3ae961d158570c15bcb817dead2e53b8b41e6f9e7b9d7500c,True,959,661,L,PNG,"(661, 959)",0.0,255.0,51.938408169124735,44.26360056132932,247897,True,False,False,False
train,Brain,Fetal brain,patient01196,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01196_Plane3_4_of_5.png,Patient01196_Plane3_4_of_5.png,.png,e3ea16080c5d7ef623d9be002ea4bdc541df1d4d1a50dd45bec074819d8496a5,True,959,661,L,PNG,"(661, 959)",0.0,255.0,46.52207055067132,44.747775241637605,241620,True,False,False,False
train,Brain,Fetal brain,patient01196,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01196_Plane3_5_of_5.png,Patient01196_Plane3_5_of_5.png,.png,5a7e9924b801b3c0550c8c415a66c081a21545e15bc431f0247fe85fae989373,True,959,661,L,PNG,"(661, 959)",0.0,255.0,53.61563750692145,44.787100908837104,254706,True,False,False,False
train,Brain,Fetal brain,patient01197,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01197_Plane3_1_of_3.png,Patient01197_Plane3_1_of_3.png,.png,40ceae18f1869fd25b0d76ea263aea0338c695501cb00b0c03a31e9c0dd181d0,True,959,661,L,PNG,"(661, 959)",0.0,255.0,34.824787545019,51.83093846882831,180305,True,False,False,False
train,Brain,Fetal brain,patient01197,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01197_Plane3_2_of_3.png,Patient01197_Plane3_2_of_3.png,.png,b9291ef6963e4079c858c8ee356a4f12531a0766fc9a831635b2003abdef87fc,True,959,661,L,PNG,"(661, 959)",0.0,255.0,26.297427508167704,42.42525393008316,166781,True,False,False,False
train,Brain,Fetal brain,patient01197,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01197_Plane3_3_of_3.png,Patient01197_Plane3_3_of_3.png,.png,ecc6f8d6e07d9e5d5388a5c14222add96ec15cafa4559c66449979817a7f2627,True,959,661,L,PNG,"(661, 959)",0.0,255.0,40.537143929868954,52.0478700012295,200825,True,False,False,False
train,Brain,Fetal brain,patient01200,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01200_Plane3_1_of_2.png,Patient01200_Plane3_1_of_2.png,.png,a4ec312ae80638a6771beaf6f8d98e8e3e6cd48fb510e95dc9018967499f0ebd,True,640,392,L,PNG,"(392, 640)",0.0,250.0,21.50056600765306,33.08922475610825,67603,True,False,False,False
train,Brain,Fetal brain,patient01200,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01200_Plane3_2_of_2.png,Patient01200_Plane3_2_of_2.png,.png,ee7d79d01f1b1649cb1d74cc31dcae464fb707615f6b47e3312b2a269f377905,True,640,392,L,PNG,"(392, 640)",0.0,250.0,56.167394770408166,50.549935139808035,94476,True,False,False,False
train,Brain,Fetal brain,patient01202,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01202_Plane3_1_of_7.png,Patient01202_Plane3_1_of_7.png,.png,a1c75746f2ae1d5eed168486e59a9f7c359a37cbdd9ab6440201c95969df5ef7,True,959,661,L,PNG,"(661, 959)",0.0,255.0,36.46221558954976,45.42444830100175,209298,True,False,False,False
train,Brain,Fetal brain,patient01202,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01202_Plane3_2_of_7.png,Patient01202_Plane3_2_of_7.png,.png,091dd1e79d08b35682b354869043967ce47ed765f3e4196dde09e7ec1cc0b1be,True,959,661,L,PNG,"(661, 959)",0.0,255.0,29.340263985272102,39.43419821815868,194333,True,False,False,False
train,Brain,Fetal brain,patient01202,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01202_Plane3_3_of_7.png,Patient01202_Plane3_3_of_7.png,.png,c4c941debade560dabba0cd2c9bd7d5b0aa21f1e20e0073f5003b4003749073d,True,959,661,L,PNG,"(661, 959)",0.0,255.0,49.34987908168336,38.52599238285703,230360,True,False,False,False
train,Brain,Fetal brain,patient01202,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01202_Plane3_4_of_7.png,Patient01202_Plane3_4_of_7.png,.png,01edc5fbb2fa528e1aa67f8c1583608e013b3296fb88da7e302304c9426ee283,True,959,661,L,PNG,"(661, 959)",0.0,255.0,31.97442968043805,39.492471025319354,206510,True,False,False,False
train,Brain,Fetal brain,patient01202,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01202_Plane3_5_of_7.png,Patient01202_Plane3_5_of_7.png,.png,fd53d459973c24e7329f0b3560326b6da038c0c5cfd5ecec8321f7981a77af35,True,959,661,L,PNG,"(661, 959)",0.0,255.0,57.51304860869003,56.36341343424216,226293,True,False,False,False
train,Brain,Fetal brain,patient01202,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01202_Plane3_6_of_7.png,Patient01202_Plane3_6_of_7.png,.png,bdd7758139052ce1d3c65fefa7d30981f23c94e5947462b834dc16b0ad04adf1,True,959,661,L,PNG,"(661, 959)",0.0,255.0,45.10591277159295,50.681860146492674,204074,True,False,False,False
train,Brain,Fetal brain,patient01202,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01202_Plane3_7_of_7.png,Patient01202_Plane3_7_of_7.png,.png,08c930e37205e7519c99cd9f1501230b079c89e322fffcd74d95f19c655cd858,True,959,661,L,PNG,"(661, 959)",0.0,255.0,41.689247025157,48.3958899888514,191715,True,False,False,False
train,Brain,Fetal brain,patient01204,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01204_Plane3_1_of_3.png,Patient01204_Plane3_1_of_3.png,.png,ad226a7edb7a254a54f7b1ea933a7211f64f28e7bdba2b5462cc5b4a681e41dc,True,959,661,L,PNG,"(661, 959)",0.0,255.0,31.500172740452342,33.757510047690474,201823,True,False,False,False
train,Brain,Fetal brain,patient01204,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01204_Plane3_2_of_3.png,Patient01204_Plane3_2_of_3.png,.png,0f03c8135e844434d6b1265c1627a9f8a9fd26c9bce4b395d192c0443a6b4318,True,959,661,L,PNG,"(661, 959)",0.0,255.0,23.551663593096062,32.7879022491644,175330,True,False,False,False
train,Brain,Fetal brain,patient01204,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01204_Plane3_3_of_3.png,Patient01204_Plane3_3_of_3.png,.png,6873392df31a4f94991e0240acf9b5ddd0a615888f48b57d96d55dc626d19333,True,959,661,L,PNG,"(661, 959)",0.0,255.0,29.627691477664424,33.98559924363001,196561,True,False,False,False
train,Brain,Fetal brain,patient01207,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01207_Plane3_1_of_4.png,Patient01207_Plane3_1_of_4.png,.png,8d6e7c88ac8d1fc9b4a46caa5a5fb4165628c75bcc19c4076077eda2c17893cd,True,959,661,L,PNG,"(661, 959)",0.0,255.0,22.83926776978667,33.094581639756285,193658,True,False,False,False
train,Brain,Fetal brain,patient01207,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01207_Plane3_2_of_4.png,Patient01207_Plane3_2_of_4.png,.png,b8a16a53f3b1a99bc43742ffb7135abbddcd67743178a4e8d4229efa37432ff5,True,959,661,L,PNG,"(661, 959)",0.0,255.0,24.467877374786834,34.45322042510992,201929,True,False,False,False
train,Brain,Fetal brain,patient01207,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01207_Plane3_3_of_4.png,Patient01207_Plane3_3_of_4.png,.png,695403556ddeb3e813ad56ec46fafe39a9f19274b595956df1e21968afbc1e13,True,959,661,L,PNG,"(661, 959)",0.0,255.0,20.080291970802918,31.85629888294042,171072,True,False,False,False
train,Brain,Fetal brain,patient01207,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01207_Plane3_4_of_4.png,Patient01207_Plane3_4_of_4.png,.png,80fc56b4122a234be361139d9c6c3f295b32b50bb0a5115c87bf9a8bf78241a3,True,959,661,L,PNG,"(661, 959)",0.0,255.0,24.52347771490411,34.917913895927114,199195,True,False,False,False
train,Brain,Fetal brain,patient01209,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01209_Plane3_1_of_7.png,Patient01209_Plane3_1_of_7.png,.png,5e3d96c315df8bef0de02be48868f1fc2394f7562f6aa67ddbe8363365b6fa78,True,959,661,L,PNG,"(661, 959)",0.0,255.0,60.89192757836816,60.66885473873122,233107,True,False,False,False
train,Brain,Fetal brain,patient01209,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01209_Plane3_2_of_7.png,Patient01209_Plane3_2_of_7.png,.png,abd6317802c608395a2a52e7aae8131e04f9d2b037baf6ddfd0549e601271b21,True,959,661,L,PNG,"(661, 959)",0.0,255.0,51.993017815140895,58.20740854231222,216015,True,False,False,False
train,Brain,Fetal brain,patient01209,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01209_Plane3_3_of_7.png,Patient01209_Plane3_3_of_7.png,.png,e023de1817bf507228689b1f0f511afd922fcb3e6aa2a61d96fb5076269734e0,True,959,661,L,PNG,"(661, 959)",0.0,255.0,51.832176734779516,54.047485338179555,222141,True,False,False,False
train,Brain,Fetal brain,patient01209,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01209_Plane3_4_of_7.png,Patient01209_Plane3_4_of_7.png,.png,ba05bb8a98a958eeeceb471ac011ade4fae1f6efb1bfa9034a5bc47d7c3c78ab,True,959,661,L,PNG,"(661, 959)",0.0,255.0,47.3846259419876,53.54255514609361,222151,True,False,False,False
train,Brain,Fetal brain,patient01209,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01209_Plane3_5_of_7.png,Patient01209_Plane3_5_of_7.png,.png,4eebc9375d969ba3a53062fac4500f05d8d5af5b1f2bc4a576d8a15ada383802,True,959,661,L,PNG,"(661, 959)",0.0,255.0,52.02275756863475,53.550184304357806,230295,True,False,False,False
train,Brain,Fetal brain,patient01209,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01209_Plane3_6_of_7.png,Patient01209_Plane3_6_of_7.png,.png,9c96dcc5fa51b9421e5eb381b5361d9e0bc7eff27f2ac7f3de7f24eba251ca44,True,959,661,L,PNG,"(661, 959)",0.0,255.0,47.04477211669367,48.53730067706155,212383,True,False,False,False
train,Brain,Fetal brain,patient01209,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01209_Plane3_7_of_7.png,Patient01209_Plane3_7_of_7.png,.png,310152d18a3217337ffad35a15caa8e6fd308d2daf24d1c714690febb5fdcb25,True,959,661,L,PNG,"(661, 959)",0.0,255.0,57.22740688974111,51.56340219696215,248168,True,False,False,False
train,Brain,Fetal brain,patient01210,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01210_Plane3_1_of_3.png,Patient01210_Plane3_1_of_3.png,.png,a1da63fdf32b4c6a7b5d28db32e7807f11e1a035999a40646ce05bd13e51af84,True,959,661,L,PNG,"(661, 959)",0.0,255.0,20.85014489689998,41.14760944020779,147373,True,False,False,False
train,Brain,Fetal brain,patient01210,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01210_Plane3_2_of_3.png,Patient01210_Plane3_2_of_3.png,.png,e61318093fc2d556c064407475d2c24376195a240b44173cb92680502d748ad5,True,959,661,L,PNG,"(661, 959)",0.0,255.0,21.80493264699897,42.07697216647737,142481,True,False,False,False
train,Brain,Fetal brain,patient01210,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01210_Plane3_3_of_3.png,Patient01210_Plane3_3_of_3.png,.png,fb058357d95e8fbc4cabcc1741c82678a61a1373a72cfe858219762bdeae6814,True,959,661,L,PNG,"(661, 959)",0.0,255.0,19.733129410205727,38.819031671167075,146674,True,False,False,False
train,Brain,Fetal brain,patient01211,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01211_Plane3_1_of_6.png,Patient01211_Plane3_1_of_6.png,.png,e76d9e0a96e84bae06d2515d440a069055e5dfb22c690b077de3b8447c176a00,True,959,661,L,PNG,"(661, 959)",0.0,255.0,42.494006142934445,47.22102824423387,220860,True,False,False,False
train,Brain,Fetal brain,patient01211,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01211_Plane3_2_of_6.png,Patient01211_Plane3_2_of_6.png,.png,584bea821bbcca1523e11ba16f445f34e5f642b2cd9c0464ceffffb675cc62b1,True,959,661,L,PNG,"(661, 959)",0.0,255.0,51.813326728705995,48.820039836073036,234047,True,False,False,False
train,Brain,Fetal brain,patient01211,C:\Users\viraj\Downloads\patientsplit801010\train\Fetal brain\Patient01211_Plane3_3_of_6.png,Patient01211_Plane3_3_of_6.png,.png,98cef55c3d971f460624516b348bb578950955aef01ad2e89ab9e23919068efd,True,959,661,L,PNG,"(661, 959)",0.0,255.0,48.4244603635595,49.351117246459744,217388,True,False,False,False
